"E/V","I/uA"
1.1740000E-01,-7.8760000E-01
1.1690000E-01,-2.8070000E-01
1.1640000E-01,-6.8920000E-01
1.1590000E-01,-3.8210000E-01
1.1540000E-01,-6.3160000E-01
1.1490000E-01,-3.5510000E-01
1.1440000E-01,-5.9630000E-01
1.1380000E-01,-3.7520000E-01
1.1330000E-01,-5.6750000E-01
1.1280000E-01,-3.6310000E-01
1.1230000E-01,-5.5920000E-01
1.1180000E-01,-6.6300000E-01
1.1130000E-01,-5.5660000E-01
1.1080000E-01,-8.3670000E-01
1.1020000E-01,-4.9870000E-01
1.0970000E-01,-8.1550000E-01
1.0920000E-01,-4.9950000E-01
1.0870000E-01,-7.6430000E-01
1.0820000E-01,-5.0460000E-01
1.0770000E-01,-6.3260000E-01
1.0720000E-01,-5.0710000E-01
1.0660000E-01,-5.8950000E-01
1.0610000E-01,-4.8570000E-01
1.0560000E-01,-5.3030000E-01
1.0510000E-01,-5.1960000E-01
1.0460000E-01,-4.7680000E-01
1.0410000E-01,-4.8350000E-01
1.0360000E-01,-4.0530000E-01
1.0310000E-01,-5.4400000E-01
1.0250000E-01,-4.0680000E-01
1.0200000E-01,-7.3940000E-01
1.0150000E-01,-3.6010000E-01
1.0100000E-01,-1.0035000E+00
1.0050000E-01,-4.1330000E-01
1.0000000E-01,-9.9990000E-01
9.9500000E-02,-3.8830000E-01
9.8900000E-02,-8.7190000E-01
9.8400000E-02,-3.5150000E-01
9.7900000E-02,-7.9670000E-01
9.7400000E-02,-3.5760000E-01
9.6900000E-02,-7.4450000E-01
9.6400000E-02,-3.3600000E-01
9.5900000E-02,-6.3780000E-01
9.5400000E-02,-3.4980000E-01
9.4800000E-02,-6.0270000E-01
9.4300000E-02,-3.8520000E-01
9.3800000E-02,-6.0960000E-01
9.3300000E-02,-3.7760000E-01
9.2800000E-02,-5.9040000E-01
9.2300000E-02,-4.0010000E-01
9.1800000E-02,-5.1350000E-01
9.1200000E-02,-7.9940000E-01
9.0700000E-02,-5.1030000E-01
9.0200000E-02,-8.9940000E-01
8.9700000E-02,-5.2360000E-01
8.9200000E-02,-8.1150000E-01
8.8700000E-02,-5.1830000E-01
8.8200000E-02,-7.2170000E-01
8.7600000E-02,-5.2690000E-01
8.7100000E-02,-6.0860000E-01
8.6600000E-02,-5.2850000E-01
8.6100000E-02,-5.3530000E-01
8.5600000E-02,-5.0510000E-01
8.5100000E-02,-4.7200000E-01
8.4600000E-02,-5.6580000E-01
8.4100000E-02,-4.4590000E-01
8.3500000E-02,-5.0290000E-01
8.3000000E-02,-4.1850000E-01
8.2500000E-02,-5.7960000E-01
8.2000000E-02,-4.1630000E-01
8.1500000E-02,-9.3830000E-01
8.1000000E-02,-3.7890000E-01
8.0500000E-02,-1.0620000E+00
7.9900000E-02,-3.3330000E-01
7.9400000E-02,-9.5680000E-01
7.8900000E-02,-4.1230000E-01
7.8400000E-02,-8.4960000E-01
7.7900000E-02,-3.3100000E-01
7.7400000E-02,-8.0130000E-01
7.6900000E-02,-3.4010000E-01
7.6400000E-02,-6.8440000E-01
7.5800000E-02,-3.5510000E-01
7.5300000E-02,-6.4530000E-01
7.4800000E-02,-3.9910000E-01
7.4300000E-02,-6.1270000E-01
7.3800000E-02,-3.2920000E-01
7.3300000E-02,-5.7110000E-01
7.2800000E-02,-3.6250000E-01
7.2200000E-02,-6.0090000E-01
7.1700000E-02,-7.7820000E-01
7.1200000E-02,-5.7380000E-01
7.0700000E-02,-8.8790000E-01
7.0200000E-02,-5.2590000E-01
6.9700000E-02,-8.7550000E-01
6.9200000E-02,-5.0430000E-01
6.8600000E-02,-7.4330000E-01
6.8100000E-02,-5.2860000E-01
6.7600000E-02,-6.6330000E-01
6.7100000E-02,-5.6130000E-01
6.6600000E-02,-5.4640000E-01
6.6100000E-02,-5.2420000E-01
6.5600000E-02,-4.5170000E-01
6.5100000E-02,-4.6300000E-01
6.4500000E-02,-4.4350000E-01
6.4000000E-02,-4.1340000E-01
6.3500000E-02,-3.9480000E-01
6.3000000E-02,-4.3640000E-01
6.2500000E-02,-4.2470000E-01
6.2000000E-02,-7.2310000E-01
6.1500000E-02,-3.8340000E-01
6.0900000E-02,-1.0574000E+00
6.0400000E-02,-3.7450000E-01
5.9900000E-02,-1.0463000E+00
5.9400000E-02,-3.8640000E-01
5.8900000E-02,-9.1270000E-01
5.8400000E-02,-3.3680000E-01
5.7900000E-02,-8.1200000E-01
5.7400000E-02,-3.6900000E-01
5.6800000E-02,-7.2040000E-01
5.6300000E-02,-4.0190000E-01
5.5800000E-02,-6.9350000E-01
5.5300000E-02,-3.1440000E-01
5.4800000E-02,-6.6260000E-01
5.4300000E-02,-4.1450000E-01
5.3800000E-02,-6.2270000E-01
5.3200000E-02,-4.1560000E-01
5.2700000E-02,-5.7070000E-01
5.2200000E-02,-6.2650000E-01
5.1700000E-02,-5.5950000E-01
5.1200000E-02,-8.7820000E-01
5.0700000E-02,-5.6530000E-01
5.0200000E-02,-9.2870000E-01
4.9600000E-02,-5.3540000E-01
4.9100000E-02,-8.1530000E-01
4.8600000E-02,-4.9890000E-01
4.8100000E-02,-6.8160000E-01
4.7600000E-02,-5.4950000E-01
4.7100000E-02,-6.3290000E-01
4.6600000E-02,-5.6440000E-01
4.6100000E-02,-5.1020000E-01
4.5500000E-02,-4.9700000E-01
4.5000000E-02,-4.9110000E-01
4.4500000E-02,-4.7540000E-01
4.4000000E-02,-4.2160000E-01
4.3500000E-02,-4.4000000E-01
4.3000000E-02,-4.2900000E-01
4.2500000E-02,-6.0000000E-01
4.1900000E-02,-3.6090000E-01
4.1400000E-02,-9.6680000E-01
4.0900000E-02,-4.0670000E-01
4.0400000E-02,-1.0752000E+00
3.9900000E-02,-3.5730000E-01
3.9400000E-02,-9.5660000E-01
3.8900000E-02,-3.7710000E-01
3.8400000E-02,-9.1390000E-01
3.7800000E-02,-3.2140000E-01
3.7300000E-02,-7.7400000E-01
3.6800000E-02,-3.5940000E-01
3.6300000E-02,-6.9990000E-01
3.5800000E-02,-3.5540000E-01
3.5300000E-02,-6.4620000E-01
3.4800000E-02,-3.6790000E-01
3.4200000E-02,-6.2860000E-01
3.3700000E-02,-3.9420000E-01
3.3200000E-02,-5.7080000E-01
3.2700000E-02,-3.3090000E-01
3.2200000E-02,-5.7900000E-01
3.1700000E-02,-7.2140000E-01
3.1200000E-02,-5.1600000E-01
3.0600000E-02,-9.4170000E-01
3.0100000E-02,-5.2940000E-01
2.9600000E-02,-8.5970000E-01
2.9100000E-02,-4.8790000E-01
2.8600000E-02,-7.0680000E-01
2.8100000E-02,-5.0230000E-01
2.7600000E-02,-6.3890000E-01
2.7100000E-02,-4.7380000E-01
2.6500000E-02,-5.3400000E-01
2.6000000E-02,-5.6350000E-01
2.5500000E-02,-4.8300000E-01
2.5000000E-02,-5.5570000E-01
2.4500000E-02,-4.7280000E-01
2.4000000E-02,-5.4740000E-01
2.3500000E-02,-3.9590000E-01
2.2900000E-02,-4.6450000E-01
2.2400000E-02,-4.4240000E-01
2.1900000E-02,-7.9360000E-01
2.1400000E-02,-3.8520000E-01
2.0900000E-02,-1.0617000E+00
2.0400000E-02,-3.5210000E-01
1.9900000E-02,-1.0288000E+00
1.9400000E-02,-3.9910000E-01
1.8800000E-02,-9.1190000E-01
1.8300000E-02,-3.9850000E-01
1.7800000E-02,-7.9940000E-01
1.7300000E-02,-3.5940000E-01
1.6800000E-02,-6.9740000E-01
1.6300000E-02,-3.7730000E-01
1.5800000E-02,-6.7600000E-01
1.5200000E-02,-3.4590000E-01
1.4700000E-02,-6.4460000E-01
1.4200000E-02,-3.6490000E-01
1.3700000E-02,-6.0040000E-01
1.3200000E-02,-3.8550000E-01
1.2700000E-02,-5.8690000E-01
1.2200000E-02,-5.4230000E-01
1.1600000E-02,-5.5030000E-01
1.1100000E-02,-8.9300000E-01
1.0600000E-02,-5.4330000E-01
1.0100000E-02,-8.8880000E-01
9.6000000E-03,-5.0680000E-01
9.1000000E-03,-7.6440000E-01
8.6000000E-03,-5.8530000E-01
8.1000000E-03,-6.9770000E-01
7.5000000E-03,-5.5890000E-01
7.0000000E-03,-5.8730000E-01
6.5000000E-03,-5.8160000E-01
6.0000000E-03,-5.3770000E-01
5.5000000E-03,-5.3200000E-01
5.0000000E-03,-4.4050000E-01
4.5000000E-03,-5.8940000E-01
3.9000000E-03,-4.8940000E-01
3.4000000E-03,-7.1720000E-01
2.9000000E-03,-5.7440000E-01
2.4000000E-03,-7.1730000E-01
1.9000000E-03,-4.3060000E-01
1.4000000E-03,-1.0605000E+00
9.0000000E-04,-3.6630000E-01
4.0000000E-04,-1.2048000E+00
-2.0000000E-04,-4.1360000E-01
-7.0000000E-04,-1.0268000E+00
-1.2000000E-03,-3.9140000E-01
-1.7000000E-03,-8.6590000E-01
-2.2000000E-03,-3.4500000E-01
-2.7000000E-03,-8.3500000E-01
-3.2000000E-03,-3.7750000E-01
-3.8000000E-03,-7.9540000E-01
-4.3000000E-03,-3.6810000E-01
-4.8000000E-03,-6.9230000E-01
-5.3000000E-03,-3.7050000E-01
-5.8000000E-03,-6.5000000E-01
-6.3000000E-03,-4.3540000E-01
-6.8000000E-03,-6.8930000E-01
-7.4000000E-03,-4.5320000E-01
-7.9000000E-03,-6.0600000E-01
-8.4000000E-03,-7.8290000E-01
-8.9000000E-03,-5.5760000E-01
-9.4000000E-03,-9.0660000E-01
-9.9000000E-03,-6.0190000E-01
-1.0400000E-02,-8.8160000E-01
-1.0900000E-02,-5.3730000E-01
-1.1500000E-02,-6.9490000E-01
-1.2000000E-02,-5.5560000E-01
-1.2500000E-02,-6.2530000E-01
-1.3000000E-02,-5.4620000E-01
-1.3500000E-02,-5.2390000E-01
-1.4000000E-02,-5.1400000E-01
-1.4500000E-02,-5.0760000E-01
-1.5100000E-02,-5.1920000E-01
-1.5600000E-02,-4.2770000E-01
-1.6100000E-02,-4.9970000E-01
-1.6600000E-02,-4.1220000E-01
-1.7100000E-02,-5.1950000E-01
-1.7600000E-02,-3.3990000E-01
-1.8100000E-02,-9.2470000E-01
-1.8600000E-02,-4.0630000E-01
-1.9200000E-02,-1.1535000E+00
-1.9700000E-02,-4.3730000E-01
-2.0200000E-02,-1.0700000E+00
-2.0700000E-02,-3.7810000E-01
-2.1200000E-02,-9.7710000E-01
-2.1700000E-02,-3.8050000E-01
-2.2200000E-02,-8.5240000E-01
-2.2800000E-02,-3.9250000E-01
-2.3300000E-02,-7.2310000E-01
-2.3800000E-02,-4.1670000E-01
-2.4300000E-02,-7.1540000E-01
-2.4800000E-02,-3.7660000E-01
-2.5300000E-02,-6.2310000E-01
-2.5800000E-02,-3.8450000E-01
-2.6400000E-02,-6.5990000E-01
-2.6900000E-02,-3.5320000E-01
-2.7400000E-02,-5.8430000E-01
-2.7900000E-02,-6.7500000E-01
-2.8400000E-02,-6.0830000E-01
-2.8900000E-02,-8.3310000E-01
-2.9400000E-02,-5.6360000E-01
-2.9900000E-02,-9.0490000E-01
-3.0500000E-02,-6.1240000E-01
-3.1000000E-02,-8.3050000E-01
-3.1500000E-02,-5.3860000E-01
-3.2000000E-02,-6.6260000E-01
-3.2500000E-02,-5.2110000E-01
-3.3000000E-02,-5.6570000E-01
-3.3500000E-02,-5.3450000E-01
-3.4100000E-02,-5.5330000E-01
-3.4600000E-02,-5.0710000E-01
-3.5100000E-02,-5.2260000E-01
-3.5600000E-02,-5.5110000E-01
-3.6100000E-02,-4.3020000E-01
-3.6600000E-02,-5.9440000E-01
-3.7100000E-02,-4.7080000E-01
-3.7600000E-02,-7.6340000E-01
-3.8200000E-02,-4.8260000E-01
-3.8700000E-02,-1.0581000E+00
-3.9200000E-02,-4.4170000E-01
-3.9700000E-02,-1.1596000E+00
-4.0200000E-02,-4.3350000E-01
-4.0700000E-02,-1.0268000E+00
-4.1200000E-02,-4.0460000E-01
-4.1800000E-02,-9.0500000E-01
-4.2300000E-02,-3.2660000E-01
-4.2800000E-02,-7.8820000E-01
-4.3300000E-02,-3.9730000E-01
-4.3800000E-02,-7.1200000E-01
-4.4300000E-02,-3.5000000E-01
-4.4800000E-02,-6.8160000E-01
-4.5400000E-02,-3.2780000E-01
-4.5900000E-02,-6.2520000E-01
-4.6400000E-02,-3.2400000E-01
-4.6900000E-02,-5.9970000E-01
-4.7400000E-02,-4.6200000E-01
-4.7900000E-02,-5.6840000E-01
-4.8400000E-02,-8.8390000E-01
-4.8900000E-02,-5.6410000E-01
-4.9500000E-02,-9.7690000E-01
-5.0000000E-02,-6.2930000E-01
-5.0500000E-02,-8.8290000E-01
-5.1000000E-02,-5.9480000E-01
-5.1500000E-02,-7.8400000E-01
-5.2000000E-02,-5.8670000E-01
-5.2500000E-02,-6.1700000E-01
-5.3100000E-02,-5.8780000E-01
-5.3600000E-02,-5.5690000E-01
-5.4100000E-02,-5.5240000E-01
-5.4600000E-02,-5.4690000E-01
-5.5100000E-02,-5.4180000E-01
-5.5600000E-02,-4.6500000E-01
-5.6100000E-02,-4.8990000E-01
-5.6600000E-02,-5.0270000E-01
-5.7200000E-02,-5.7350000E-01
-5.7700000E-02,-4.2600000E-01
-5.8200000E-02,-9.1300000E-01
-5.8700000E-02,-4.4490000E-01
-5.9200000E-02,-1.0977000E+00
-5.9700000E-02,-3.7110000E-01
-6.0200000E-02,-1.0148000E+00
-6.0800000E-02,-4.0890000E-01
-6.1300000E-02,-9.5940000E-01
-6.1800000E-02,-4.3610000E-01
-6.2300000E-02,-7.9100000E-01
-6.2800000E-02,-3.4850000E-01
-6.3300000E-02,-7.4430000E-01
-6.3800000E-02,-4.3090000E-01
-6.4400000E-02,-7.0470000E-01
-6.4900000E-02,-3.5990000E-01
-6.5400000E-02,-6.5280000E-01
-6.5900000E-02,-3.8690000E-01
-6.6400000E-02,-6.6350000E-01
-6.6900000E-02,-3.7330000E-01
-6.7400000E-02,-6.2230000E-01
-6.7900000E-02,-7.2790000E-01
-6.8500000E-02,-5.6020000E-01
-6.9000000E-02,-9.8590000E-01
-6.9500000E-02,-5.3870000E-01
-7.0000000E-02,-9.6420000E-01
-7.0500000E-02,-5.8920000E-01
-7.1000000E-02,-8.0390000E-01
-7.1500000E-02,-5.5760000E-01
-7.2100000E-02,-6.8090000E-01
-7.2600000E-02,-5.3100000E-01
-7.3100000E-02,-5.7060000E-01
-7.3600000E-02,-5.2720000E-01
-7.4100000E-02,-5.3900000E-01
-7.4600000E-02,-5.5240000E-01
-7.5100000E-02,-4.7460000E-01
-7.5600000E-02,-5.7820000E-01
-7.6200000E-02,-4.5510000E-01
-7.6700000E-02,-5.4670000E-01
-7.7200000E-02,-4.5510000E-01
-7.7700000E-02,-7.9070000E-01
-7.8200000E-02,-4.7410000E-01
-7.8700000E-02,-1.1390000E+00
-7.9200000E-02,-4.4050000E-01
-7.9800000E-02,-1.1077000E+00
-8.0300000E-02,-4.2750000E-01
-8.0800000E-02,-1.0467000E+00
-8.1300000E-02,-4.2960000E-01
-8.1800000E-02,-8.9040000E-01
-8.2300000E-02,-4.6150000E-01
-8.2800000E-02,-8.1120000E-01
-8.3400000E-02,-3.9860000E-01
-8.3900000E-02,-7.5050000E-01
-8.4400000E-02,-3.8250000E-01
-8.4900000E-02,-6.9380000E-01
-8.5400000E-02,-4.2600000E-01
-8.5900000E-02,-6.2140000E-01
-8.6400000E-02,-3.7130000E-01
-8.6900000E-02,-6.7030000E-01
-8.7500000E-02,-5.4560000E-01
-8.8000000E-02,-5.9590000E-01
-8.8500000E-02,-8.8870000E-01
-8.9000000E-02,-5.9700000E-01
-8.9500000E-02,-9.7630000E-01
-9.0000000E-02,-6.0030000E-01
-9.0500000E-02,-8.6640000E-01
-9.1100000E-02,-5.7310000E-01
-9.1600000E-02,-7.5390000E-01
-9.2100000E-02,-6.0520000E-01
-9.2600000E-02,-7.0560000E-01
-9.3100000E-02,-5.7920000E-01
-9.3600000E-02,-5.5590000E-01
-9.4100000E-02,-5.7890000E-01
-9.4600000E-02,-6.1470000E-01
-9.5200000E-02,-5.7310000E-01
-9.5700000E-02,-5.9990000E-01
-9.6200000E-02,-6.0190000E-01
-9.6700000E-02,-5.5060000E-01
-9.7200000E-02,-5.7570000E-01
-9.7700000E-02,-4.9930000E-01
-9.8200000E-02,-1.0274000E+00
-9.8800000E-02,-4.2280000E-01
-9.9300000E-02,-1.1201000E+00
-9.9800000E-02,-4.1720000E-01
-1.0030000E-01,-1.0223000E+00
-1.0080000E-01,-3.8070000E-01
-1.0130000E-01,-9.0770000E-01
-1.0180000E-01,-3.4270000E-01
-1.0240000E-01,-8.7080000E-01
-1.0290000E-01,-4.3150000E-01
-1.0340000E-01,-7.2240000E-01
-1.0390000E-01,-3.7060000E-01
-1.0440000E-01,-6.5500000E-01
-1.0490000E-01,-4.0210000E-01
-1.0540000E-01,-6.7100000E-01
-1.0590000E-01,-3.9680000E-01
-1.0650000E-01,-6.0040000E-01
-1.0700000E-01,-4.9960000E-01
-1.0750000E-01,-6.1930000E-01
-1.0800000E-01,-8.3510000E-01
-1.0850000E-01,-5.6620000E-01
-1.0900000E-01,-1.0580000E+00
-1.0950000E-01,-6.1250000E-01
-1.1010000E-01,-9.5690000E-01
-1.1060000E-01,-6.0090000E-01
-1.1110000E-01,-8.1390000E-01
-1.1160000E-01,-5.7780000E-01
-1.1210000E-01,-7.6640000E-01
-1.1260000E-01,-6.2150000E-01
-1.1310000E-01,-6.3070000E-01
-1.1360000E-01,-6.2070000E-01
-1.1420000E-01,-4.9810000E-01
-1.1470000E-01,-5.0230000E-01
-1.1520000E-01,-5.3130000E-01
-1.1570000E-01,-5.6620000E-01
-1.1620000E-01,-5.0860000E-01
-1.1670000E-01,-5.1830000E-01
-1.1720000E-01,-4.8220000E-01
-1.1780000E-01,-8.7040000E-01
-1.1830000E-01,-4.8460000E-01
-1.1880000E-01,-1.0531000E+00
-1.1930000E-01,-4.9740000E-01
-1.1980000E-01,-1.1406000E+00
-1.2030000E-01,-5.5900000E-01
-1.2080000E-01,-1.0714000E+00
-1.2140000E-01,-5.3450000E-01
-1.2190000E-01,-9.6320000E-01
-1.2240000E-01,-4.7950000E-01
-1.2290000E-01,-8.5190000E-01
-1.2340000E-01,-4.4590000E-01
-1.2390000E-01,-7.0980000E-01
-1.2440000E-01,-4.8300000E-01
-1.2490000E-01,-7.1180000E-01
-1.2550000E-01,-4.8800000E-01
-1.2600000E-01,-6.4840000E-01
-1.2650000E-01,-3.5450000E-01
-1.2700000E-01,-6.3700000E-01
-1.2750000E-01,-5.4280000E-01
-1.2800000E-01,-6.1420000E-01
-1.2850000E-01,-9.5290000E-01
-1.2910000E-01,-5.8710000E-01
-1.2960000E-01,-9.6030000E-01
-1.3010000E-01,-5.1640000E-01
-1.3060000E-01,-8.9700000E-01
-1.3110000E-01,-6.1800000E-01
-1.3160000E-01,-8.0210000E-01
-1.3210000E-01,-5.1440000E-01
-1.3260000E-01,-6.2580000E-01
-1.3320000E-01,-5.1460000E-01
-1.3370000E-01,-6.1170000E-01
-1.3420000E-01,-5.2150000E-01
-1.3470000E-01,-5.3480000E-01
-1.3520000E-01,-5.3830000E-01
-1.3570000E-01,-4.9880000E-01
-1.3620000E-01,-4.9750000E-01
-1.3680000E-01,-4.9460000E-01
-1.3730000E-01,-6.2730000E-01
-1.3780000E-01,-5.1910000E-01
-1.3830000E-01,-1.0213000E+00
-1.3880000E-01,-5.0580000E-01
-1.3930000E-01,-1.1342000E+00
-1.3980000E-01,-5.0080000E-01
-1.4040000E-01,-1.0476000E+00
-1.4090000E-01,-4.8040000E-01
-1.4140000E-01,-9.6420000E-01
-1.4190000E-01,-4.5730000E-01
-1.4240000E-01,-8.4270000E-01
-1.4290000E-01,-4.3680000E-01
-1.4340000E-01,-8.3090000E-01
-1.4390000E-01,-5.0200000E-01
-1.4450000E-01,-7.5440000E-01
-1.4500000E-01,-4.4340000E-01
-1.4550000E-01,-6.7950000E-01
-1.4600000E-01,-4.7440000E-01
-1.4650000E-01,-7.1580000E-01
-1.4700000E-01,-5.2380000E-01
-1.4750000E-01,-6.8710000E-01
-1.4810000E-01,-8.8560000E-01
-1.4860000E-01,-5.9930000E-01
-1.4910000E-01,-1.0772000E+00
-1.4960000E-01,-6.5360000E-01
-1.5010000E-01,-9.7990000E-01
-1.5060000E-01,-6.3690000E-01
-1.5110000E-01,-8.3750000E-01
-1.5160000E-01,-5.4130000E-01
-1.5220000E-01,-7.7170000E-01
-1.5270000E-01,-5.9320000E-01
-1.5320000E-01,-6.3730000E-01
-1.5370000E-01,-6.1420000E-01
-1.5420000E-01,-6.1200000E-01
-1.5470000E-01,-6.2920000E-01
-1.5520000E-01,-6.1750000E-01
-1.5580000E-01,-6.2170000E-01
-1.5630000E-01,-5.9100000E-01
-1.5680000E-01,-6.3050000E-01
-1.5730000E-01,-5.5030000E-01
-1.5780000E-01,-9.3740000E-01
-1.5830000E-01,-5.6640000E-01
-1.5880000E-01,-1.2071000E+00
-1.5940000E-01,-4.9840000E-01
-1.5990000E-01,-1.1125000E+00
-1.6040000E-01,-4.4060000E-01
-1.6090000E-01,-9.5360000E-01
-1.6140000E-01,-4.9200000E-01
-1.6190000E-01,-9.2750000E-01
-1.6240000E-01,-4.7450000E-01
-1.6290000E-01,-8.6450000E-01
-1.6350000E-01,-4.6460000E-01
-1.6400000E-01,-7.5100000E-01
-1.6450000E-01,-5.0420000E-01
-1.6500000E-01,-6.7020000E-01
-1.6550000E-01,-4.9310000E-01
-1.6600000E-01,-6.1540000E-01
-1.6650000E-01,-4.9030000E-01
-1.6710000E-01,-6.9230000E-01
-1.6760000E-01,-6.9190000E-01
-1.6810000E-01,-6.7530000E-01
-1.6860000E-01,-9.6780000E-01
-1.6910000E-01,-6.3860000E-01
-1.6960000E-01,-1.0119000E+00
-1.7010000E-01,-6.2080000E-01
-1.7060000E-01,-8.9740000E-01
-1.7120000E-01,-6.2000000E-01
-1.7170000E-01,-8.3090000E-01
-1.7220000E-01,-5.9290000E-01
-1.7270000E-01,-7.3930000E-01
-1.7320000E-01,-5.8540000E-01
-1.7370000E-01,-6.3820000E-01
-1.7420000E-01,-5.8610000E-01
-1.7480000E-01,-6.2880000E-01
-1.7530000E-01,-5.8510000E-01
-1.7580000E-01,-5.8350000E-01
-1.7630000E-01,-5.7090000E-01
-1.7680000E-01,-5.1890000E-01
-1.7730000E-01,-7.1490000E-01
-1.7780000E-01,-4.8400000E-01
-1.7840000E-01,-1.1039000E+00
-1.7890000E-01,-5.7450000E-01
-1.7940000E-01,-1.1539000E+00
-1.7990000E-01,-4.9680000E-01
-1.8040000E-01,-1.1003000E+00
-1.8090000E-01,-5.5840000E-01
-1.8140000E-01,-1.0129000E+00
-1.8190000E-01,-4.5360000E-01
-1.8250000E-01,-8.5330000E-01
-1.8300000E-01,-4.7630000E-01
-1.8350000E-01,-8.0110000E-01
-1.8400000E-01,-5.3480000E-01
-1.8450000E-01,-7.5220000E-01
-1.8500000E-01,-5.1990000E-01
-1.8550000E-01,-7.1820000E-01
-1.8610000E-01,-4.9690000E-01
-1.8660000E-01,-6.9500000E-01
-1.8710000E-01,-5.8570000E-01
-1.8760000E-01,-6.5080000E-01
-1.8810000E-01,-9.5500000E-01
-1.8860000E-01,-6.0510000E-01
-1.8910000E-01,-1.0489000E+00
-1.8960000E-01,-6.4030000E-01
-1.9020000E-01,-1.0145000E+00
-1.9070000E-01,-6.1480000E-01
-1.9120000E-01,-8.6430000E-01
-1.9170000E-01,-5.9590000E-01
-1.9220000E-01,-7.9160000E-01
-1.9270000E-01,-6.8860000E-01
-1.9320000E-01,-7.7860000E-01
-1.9380000E-01,-6.2110000E-01
-1.9430000E-01,-6.9150000E-01
-1.9480000E-01,-6.1140000E-01
-1.9530000E-01,-6.4630000E-01
-1.9580000E-01,-6.0070000E-01
-1.9630000E-01,-6.2990000E-01
-1.9680000E-01,-6.1780000E-01
-1.9740000E-01,-5.1300000E-01
-1.9790000E-01,-9.9110000E-01
-1.9840000E-01,-4.8940000E-01
-1.9890000E-01,-1.1519000E+00
-1.9940000E-01,-5.6290000E-01
-1.9990000E-01,-1.1399000E+00
-2.0040000E-01,-5.4900000E-01
-2.0090000E-01,-1.0473000E+00
-2.0150000E-01,-4.8080000E-01
-2.0200000E-01,-9.2370000E-01
-2.0250000E-01,-5.4360000E-01
-2.0300000E-01,-8.4680000E-01
-2.0350000E-01,-5.5250000E-01
-2.0400000E-01,-8.1260000E-01
-2.0450000E-01,-4.8210000E-01
-2.0510000E-01,-7.2390000E-01
-2.0560000E-01,-5.0870000E-01
-2.0610000E-01,-6.9410000E-01
-2.0660000E-01,-5.5570000E-01
-2.0710000E-01,-6.1610000E-01
-2.0760000E-01,-7.8540000E-01
-2.0810000E-01,-6.2120000E-01
-2.0860000E-01,-1.0774000E+00
-2.0920000E-01,-6.5730000E-01
-2.0970000E-01,-1.0906000E+00
-2.1020000E-01,-6.8510000E-01
-2.1070000E-01,-9.2930000E-01
-2.1120000E-01,-6.5040000E-01
-2.1170000E-01,-8.9340000E-01
-2.1220000E-01,-6.2770000E-01
-2.1280000E-01,-7.5430000E-01
-2.1330000E-01,-5.6140000E-01
-2.1380000E-01,-7.3450000E-01
-2.1430000E-01,-5.7370000E-01
-2.1480000E-01,-6.6710000E-01
-2.1530000E-01,-6.1270000E-01
-2.1580000E-01,-5.9760000E-01
-2.1640000E-01,-5.8080000E-01
-2.1690000E-01,-5.6660000E-01
-2.1740000E-01,-7.2600000E-01
-2.1790000E-01,-6.1850000E-01
-2.1840000E-01,-1.1055000E+00
-2.1890000E-01,-5.6000000E-01
-2.1940000E-01,-1.1760000E+00
-2.1990000E-01,-5.7620000E-01
-2.2050000E-01,-1.1253000E+00
-2.2100000E-01,-5.3740000E-01
-2.2150000E-01,-9.2120000E-01
-2.2200000E-01,-5.2420000E-01
-2.2250000E-01,-9.2280000E-01
-2.2300000E-01,-5.9250000E-01
-2.2350000E-01,-8.6020000E-01
-2.2410000E-01,-5.1710000E-01
-2.2460000E-01,-7.5640000E-01
-2.2510000E-01,-5.2830000E-01
-2.2560000E-01,-7.3260000E-01
-2.2610000E-01,-4.9390000E-01
-2.2660000E-01,-7.3160000E-01
-2.2710000E-01,-5.8550000E-01
-2.2760000E-01,-6.9220000E-01
-2.2820000E-01,-9.8700000E-01
-2.2870000E-01,-6.6300000E-01
-2.2920000E-01,-1.1197000E+00
-2.2970000E-01,-6.9730000E-01
-2.3020000E-01,-1.0477000E+00
-2.3070000E-01,-6.2380000E-01
-2.3120000E-01,-9.3130000E-01
-2.3180000E-01,-6.2310000E-01
-2.3230000E-01,-7.8900000E-01
-2.3280000E-01,-6.2350000E-01
-2.3330000E-01,-8.0810000E-01
-2.3380000E-01,-5.7850000E-01
-2.3430000E-01,-7.0590000E-01
-2.3480000E-01,-5.7740000E-01
-2.3540000E-01,-6.9020000E-01
-2.3590000E-01,-6.5690000E-01
-2.3640000E-01,-6.0370000E-01
-2.3690000E-01,-6.6930000E-01
-2.3740000E-01,-5.7560000E-01
-2.3790000E-01,-1.0204000E+00
-2.3840000E-01,-5.9710000E-01
-2.3890000E-01,-1.2094000E+00
-2.3950000E-01,-5.8630000E-01
-2.4000000E-01,-1.2066000E+00
-2.4050000E-01,-5.7160000E-01
-2.4100000E-01,-1.0817000E+00
-2.4150000E-01,-5.6000000E-01
-2.4200000E-01,-1.0006000E+00
-2.4250000E-01,-5.3230000E-01
-2.4310000E-01,-8.8960000E-01
-2.4360000E-01,-5.8090000E-01
-2.4410000E-01,-8.1820000E-01
-2.4460000E-01,-5.3280000E-01
-2.4510000E-01,-7.8150000E-01
-2.4560000E-01,-5.7450000E-01
-2.4610000E-01,-6.9960000E-01
-2.4660000E-01,-5.8480000E-01
