"E/V","I/uA"
-5.2500000E-02,-3.2580000E-01
-5.3000000E-02,-2.8530000E-01
-5.3500000E-02,-3.5380000E-01
-5.4000000E-02,-3.5350000E-01
-5.4500000E-02,-4.7640000E-01
-5.5000000E-02,-4.3220000E-01
-5.5500000E-02,-4.8520000E-01
-5.6000000E-02,-4.7790000E-01
-5.6500000E-02,-6.7040000E-01
-5.7000000E-02,-5.8680000E-01
-5.7500000E-02,-6.1700000E-01
-5.8000000E-02,-5.1420000E-01
-5.8500000E-02,-5.8470000E-01
-5.9000000E-02,-5.1940000E-01
-5.9500000E-02,-5.7900000E-01
-6.0000000E-02,-4.6600000E-01
-6.0500000E-02,-5.2210000E-01
-6.1000000E-02,-4.5610000E-01
-6.1500000E-02,-4.6600000E-01
-6.2000000E-02,-3.5640000E-01
-6.2500000E-02,-5.0680000E-01
-6.3000000E-02,-4.1930000E-01
-6.3500000E-02,-4.4910000E-01
-6.4000000E-02,-3.9320000E-01
-6.4500000E-02,-4.4660000E-01
-6.5000000E-02,-3.7810000E-01
-6.5500000E-02,-4.1540000E-01
-6.6000000E-02,-3.5090000E-01
-6.6500000E-02,-4.3100000E-01
-6.7000000E-02,-3.4640000E-01
-6.7500000E-02,-4.4550000E-01
-6.8000000E-02,-3.2810000E-01
-6.8500000E-02,-4.8210000E-01
-6.9000000E-02,-4.2800000E-01
-6.9500000E-02,-3.8190000E-01
-7.0000000E-02,-3.6010000E-01
-7.0500000E-02,-4.1790000E-01
-7.1000000E-02,-3.8970000E-01
-7.1500000E-02,-4.2260000E-01
-7.2000000E-02,-3.5240000E-01
-7.2500000E-02,-3.9040000E-01
-7.3000000E-02,-3.7020000E-01
-7.3500000E-02,-3.4630000E-01
-7.4000000E-02,-3.2530000E-01
-7.4500000E-02,-3.6600000E-01
-7.5000000E-02,-3.1370000E-01
-7.5500000E-02,-4.1920000E-01
-7.6000000E-02,-4.7110000E-01
-7.6500000E-02,-5.9620000E-01
-7.7000000E-02,-5.3260000E-01
-7.7500000E-02,-6.5110000E-01
-7.8000000E-02,-5.5360000E-01
-7.8500000E-02,-6.4180000E-01
-7.9000000E-02,-4.9180000E-01
-7.9500000E-02,-6.2220000E-01
-8.0000000E-02,-5.3840000E-01
-8.0500000E-02,-6.1420000E-01
-8.1000000E-02,-5.6720000E-01
-8.1500000E-02,-6.4870000E-01
-8.2000000E-02,-4.9080000E-01
-8.2500000E-02,-6.0160000E-01
-8.3000000E-02,-4.4710000E-01
-8.3500000E-02,-5.8250000E-01
-8.4000000E-02,-4.4070000E-01
-8.4500000E-02,-4.5610000E-01
-8.5000000E-02,-3.5940000E-01
-8.5500000E-02,-5.1740000E-01
-8.6000000E-02,-3.7350000E-01
-8.6500000E-02,-5.1130000E-01
-8.7000000E-02,-4.1660000E-01
-8.7500000E-02,-5.3020000E-01
-8.8000000E-02,-2.5900000E-01
-8.8500000E-02,-4.3070000E-01
-8.9000000E-02,-3.0980000E-01
-8.9500000E-02,-4.3160000E-01
-9.0000000E-02,-2.4570000E-01
-9.0500000E-02,-5.0280000E-01
-9.1000000E-02,-3.4320000E-01
-9.1500000E-02,-4.0720000E-01
-9.2000000E-02,-3.2340000E-01
-9.2500000E-02,-4.3400000E-01
-9.3000000E-02,-2.9850000E-01
-9.3500000E-02,-3.9950000E-01
-9.4000000E-02,-3.0350000E-01
-9.4500000E-02,-4.6990000E-01
-9.5000000E-02,-2.7090000E-01
-9.5500000E-02,-4.2850000E-01
-9.6000000E-02,-3.4780000E-01
-9.6500000E-02,-5.2150000E-01
-9.7000000E-02,-4.0880000E-01
-9.7500000E-02,-5.9370000E-01
-9.8000000E-02,-5.2810000E-01
-9.8500000E-02,-6.6780000E-01
-9.9000000E-02,-5.8480000E-01
-9.9500000E-02,-6.9280000E-01
-1.0000000E-01,-4.9860000E-01
-1.0050000E-01,-6.2320000E-01
-1.0100000E-01,-5.5280000E-01
-1.0150000E-01,-7.0220000E-01
-1.0200000E-01,-4.4830000E-01
-1.0250000E-01,-5.8570000E-01
-1.0300000E-01,-4.4620000E-01
-1.0350000E-01,-5.5540000E-01
-1.0400000E-01,-4.4960000E-01
-1.0450000E-01,-6.0640000E-01
-1.0500000E-01,-4.5860000E-01
-1.0550000E-01,-5.2390000E-01
-1.0600000E-01,-3.8380000E-01
-1.0650000E-01,-5.0450000E-01
-1.0700000E-01,-3.6340000E-01
-1.0750000E-01,-4.7290000E-01
-1.0800000E-01,-4.0850000E-01
-1.0850000E-01,-5.1930000E-01
-1.0900000E-01,-2.7240000E-01
-1.0950000E-01,-4.5250000E-01
-1.1000000E-01,-2.7330000E-01
-1.1050000E-01,-4.7150000E-01
-1.1100000E-01,-2.7180000E-01
-1.1150000E-01,-5.1460000E-01
-1.1200000E-01,-2.5740000E-01
-1.1250000E-01,-4.4830000E-01
-1.1300000E-01,-3.4620000E-01
-1.1350000E-01,-4.8580000E-01
-1.1400000E-01,-2.9390000E-01
-1.1450000E-01,-4.3490000E-01
-1.1500000E-01,-2.7070000E-01
-1.1550000E-01,-4.1120000E-01
-1.1600000E-01,-3.1500000E-01
-1.1650000E-01,-4.4770000E-01
-1.1700000E-01,-2.5100000E-01
-1.1750000E-01,-4.9240000E-01
-1.1800000E-01,-4.5580000E-01
-1.1850000E-01,-6.6600000E-01
-1.1900000E-01,-4.7280000E-01
-1.1950000E-01,-6.8630000E-01
-1.2000000E-01,-5.2280000E-01
-1.2050000E-01,-6.7610000E-01
-1.2100000E-01,-5.4490000E-01
-1.2150000E-01,-7.0220000E-01
-1.2200000E-01,-4.7990000E-01
-1.2250000E-01,-6.6070000E-01
-1.2300000E-01,-5.4160000E-01
-1.2350000E-01,-6.7950000E-01
-1.2400000E-01,-4.3950000E-01
-1.2450000E-01,-5.9410000E-01
-1.2500000E-01,-4.2230000E-01
-1.2550000E-01,-5.8080000E-01
-1.2600000E-01,-4.1150000E-01
-1.2650000E-01,-5.8780000E-01
-1.2700000E-01,-3.8100000E-01
-1.2750000E-01,-5.0480000E-01
-1.2800000E-01,-3.6850000E-01
-1.2850000E-01,-5.4190000E-01
-1.2900000E-01,-3.6360000E-01
-1.2950000E-01,-5.5560000E-01
-1.3000000E-01,-3.1160000E-01
-1.3050000E-01,-4.5930000E-01
-1.3100000E-01,-3.1100000E-01
-1.3150000E-01,-5.8220000E-01
-1.3200000E-01,-3.2050000E-01
-1.3250000E-01,-4.3390000E-01
-1.3300000E-01,-3.4960000E-01
-1.3350000E-01,-4.7680000E-01
-1.3400000E-01,-2.7550000E-01
-1.3450000E-01,-4.3330000E-01
-1.3500000E-01,-2.8030000E-01
-1.3550000E-01,-4.1080000E-01
-1.3600000E-01,-3.0810000E-01
-1.3650000E-01,-4.6100000E-01
-1.3700000E-01,-2.6880000E-01
-1.3750000E-01,-4.2240000E-01
-1.3800000E-01,-3.1280000E-01
-1.3850000E-01,-5.8760000E-01
-1.3900000E-01,-3.5700000E-01
-1.3950000E-01,-6.1640000E-01
-1.4000000E-01,-5.2500000E-01
-1.4050000E-01,-7.1190000E-01
-1.4100000E-01,-5.0990000E-01
-1.4150000E-01,-7.4150000E-01
-1.4200000E-01,-5.4280000E-01
-1.4250000E-01,-7.3620000E-01
-1.4300000E-01,-4.7780000E-01
-1.4350000E-01,-6.9260000E-01
-1.4400000E-01,-5.0450000E-01
-1.4450000E-01,-6.8210000E-01
-1.4500000E-01,-4.1770000E-01
-1.4550000E-01,-6.1890000E-01
-1.4600000E-01,-4.5890000E-01
-1.4650000E-01,-5.8300000E-01
-1.4700000E-01,-3.5390000E-01
-1.4750000E-01,-5.5750000E-01
-1.4800000E-01,-4.0990000E-01
-1.4850000E-01,-5.5960000E-01
-1.4900000E-01,-3.4670000E-01
-1.4950000E-01,-5.3940000E-01
-1.5000000E-01,-3.8870000E-01
-1.5050000E-01,-4.9650000E-01
-1.5100000E-01,-3.1380000E-01
-1.5150000E-01,-5.6140000E-01
-1.5200000E-01,-2.9920000E-01
-1.5250000E-01,-5.2510000E-01
-1.5300000E-01,-3.3240000E-01
-1.5350000E-01,-5.0110000E-01
-1.5400000E-01,-2.5680000E-01
-1.5450000E-01,-5.1340000E-01
-1.5500000E-01,-2.8740000E-01
-1.5550000E-01,-4.9080000E-01
-1.5600000E-01,-2.7900000E-01
-1.5650000E-01,-5.3780000E-01
-1.5700000E-01,-2.4020000E-01
-1.5750000E-01,-4.6040000E-01
-1.5800000E-01,-2.4260000E-01
-1.5850000E-01,-5.9700000E-01
-1.5900000E-01,-3.1550000E-01
-1.5950000E-01,-5.0760000E-01
-1.6000000E-01,-3.5890000E-01
-1.6050000E-01,-6.7330000E-01
-1.6100000E-01,-4.8420000E-01
-1.6150000E-01,-7.1070000E-01
-1.6200000E-01,-4.9470000E-01
-1.6250000E-01,-7.6130000E-01
-1.6300000E-01,-5.3010000E-01
-1.6350000E-01,-7.3460000E-01
-1.6400000E-01,-4.0760000E-01
-1.6450000E-01,-7.5350000E-01
-1.6500000E-01,-4.7720000E-01
-1.6550000E-01,-7.2900000E-01
-1.6600000E-01,-4.3420000E-01
-1.6650000E-01,-6.9070000E-01
-1.6700000E-01,-4.1590000E-01
-1.6750000E-01,-6.3620000E-01
-1.6800000E-01,-3.1320000E-01
-1.6850000E-01,-6.7460000E-01
-1.6900000E-01,-3.7510000E-01
-1.6950000E-01,-5.9130000E-01
-1.7000000E-01,-2.9680000E-01
-1.7050000E-01,-6.0780000E-01
-1.7100000E-01,-3.1810000E-01
-1.7150000E-01,-5.6920000E-01
-1.7200000E-01,-3.1250000E-01
-1.7250000E-01,-5.6840000E-01
-1.7300000E-01,-2.5590000E-01
-1.7350000E-01,-5.7630000E-01
-1.7400000E-01,-2.9010000E-01
-1.7450000E-01,-5.1460000E-01
-1.7500000E-01,-2.6520000E-01
-1.7550000E-01,-5.3050000E-01
-1.7600000E-01,-2.6370000E-01
-1.7650000E-01,-5.5590000E-01
-1.7700000E-01,-2.4660000E-01
-1.7750000E-01,-5.5480000E-01
-1.7800000E-01,-2.7650000E-01
-1.7850000E-01,-5.0310000E-01
-1.7900000E-01,-2.5420000E-01
-1.7950000E-01,-5.4510000E-01
-1.8000000E-01,-2.6300000E-01
-1.8050000E-01,-5.3880000E-01
-1.8100000E-01,-3.4240000E-01
-1.8150000E-01,-6.5740000E-01
-1.8200000E-01,-4.2630000E-01
-1.8250000E-01,-7.8910000E-01
-1.8300000E-01,-4.8780000E-01
-1.8350000E-01,-7.8160000E-01
-1.8400000E-01,-5.2280000E-01
-1.8450000E-01,-7.7010000E-01
-1.8500000E-01,-4.7300000E-01
-1.8550000E-01,-7.7780000E-01
-1.8600000E-01,-4.4420000E-01
-1.8650000E-01,-7.2000000E-01
-1.8700000E-01,-4.3680000E-01
-1.8750000E-01,-7.8530000E-01
-1.8800000E-01,-3.9910000E-01
-1.8850000E-01,-6.6690000E-01
-1.8900000E-01,-3.7650000E-01
-1.8950000E-01,-6.3690000E-01
-1.9000000E-01,-3.6130000E-01
-1.9050000E-01,-6.2070000E-01
-1.9100000E-01,-2.8370000E-01
-1.9150000E-01,-5.9490000E-01
-1.9200000E-01,-3.0220000E-01
-1.9250000E-01,-5.3630000E-01
-1.9300000E-01,-3.3980000E-01
-1.9350000E-01,-6.2580000E-01
-1.9400000E-01,-2.2310000E-01
-1.9450000E-01,-6.1090000E-01
-1.9500000E-01,-2.4970000E-01
-1.9550000E-01,-5.8030000E-01
-1.9600000E-01,-3.0090000E-01
-1.9650000E-01,-5.6350000E-01
-1.9700000E-01,-3.2610000E-01
-1.9750000E-01,-5.2970000E-01
-1.9800000E-01,-2.4740000E-01
-1.9850000E-01,-5.7770000E-01
-1.9900000E-01,-3.0780000E-01
-1.9950000E-01,-5.5280000E-01
-2.0000000E-01,-2.1300000E-01
-2.0050000E-01,-6.1400000E-01
-2.0100000E-01,-3.3030000E-01
-2.0150000E-01,-5.8610000E-01
-2.0200000E-01,-3.3900000E-01
-2.0250000E-01,-6.9850000E-01
-2.0300000E-01,-4.0580000E-01
-2.0350000E-01,-7.7370000E-01
-2.0400000E-01,-4.8930000E-01
-2.0450000E-01,-7.8950000E-01
-2.0500000E-01,-5.1040000E-01
-2.0550000E-01,-8.2640000E-01
-2.0600000E-01,-4.6670000E-01
-2.0650000E-01,-8.3500000E-01
-2.0700000E-01,-5.2610000E-01
-2.0750000E-01,-6.9610000E-01
-2.0800000E-01,-4.8510000E-01
-2.0850000E-01,-6.7720000E-01
-2.0900000E-01,-4.3620000E-01
-2.0950000E-01,-6.9820000E-01
-2.1000000E-01,-3.7460000E-01
-2.1050000E-01,-6.7040000E-01
-2.1100000E-01,-3.8820000E-01
-2.1150000E-01,-6.0610000E-01
-2.1200000E-01,-4.0440000E-01
-2.1250000E-01,-6.6460000E-01
-2.1300000E-01,-3.1170000E-01
-2.1350000E-01,-6.1900000E-01
-2.1400000E-01,-3.0110000E-01
-2.1450000E-01,-5.3340000E-01
-2.1500000E-01,-3.4320000E-01
-2.1550000E-01,-5.3420000E-01
-2.1600000E-01,-3.2670000E-01
-2.1650000E-01,-5.7060000E-01
-2.1700000E-01,-3.1010000E-01
-2.1750000E-01,-5.5750000E-01
-2.1800000E-01,-3.4390000E-01
-2.1850000E-01,-5.0600000E-01
-2.1900000E-01,-3.5200000E-01
-2.1950000E-01,-5.2910000E-01
-2.2000000E-01,-3.0330000E-01
-2.2050000E-01,-5.3910000E-01
-2.2100000E-01,-2.9310000E-01
-2.2150000E-01,-5.3010000E-01
-2.2200000E-01,-3.5370000E-01
-2.2250000E-01,-5.5280000E-01
-2.2300000E-01,-3.6590000E-01
-2.2350000E-01,-6.0930000E-01
-2.2400000E-01,-5.9640000E-01
-2.2450000E-01,-6.9200000E-01
-2.2500000E-01,-5.7150000E-01
-2.2550000E-01,-8.4980000E-01
-2.2600000E-01,-4.9300000E-01
-2.2650000E-01,-8.3960000E-01
-2.2700000E-01,-5.9250000E-01
-2.2750000E-01,-7.3980000E-01
-2.2800000E-01,-5.9240000E-01
-2.2850000E-01,-6.6980000E-01
-2.2900000E-01,-5.2480000E-01
-2.2950000E-01,-7.6290000E-01
-2.3000000E-01,-4.1260000E-01
-2.3050000E-01,-7.3810000E-01
-2.3100000E-01,-4.6830000E-01
-2.3150000E-01,-6.2030000E-01
-2.3200000E-01,-5.0710000E-01
-2.3250000E-01,-5.7930000E-01
-2.3300000E-01,-4.3310000E-01
-2.3350000E-01,-6.7960000E-01
-2.3400000E-01,-3.1640000E-01
-2.3450000E-01,-6.4070000E-01
-2.3500000E-01,-4.0810000E-01
-2.3550000E-01,-5.3780000E-01
-2.3600000E-01,-4.4610000E-01
-2.3650000E-01,-5.3390000E-01
-2.3700000E-01,-3.7820000E-01
-2.3750000E-01,-6.1220000E-01
-2.3800000E-01,-3.0420000E-01
-2.3850000E-01,-6.4160000E-01
-2.3900000E-01,-3.1390000E-01
-2.3950000E-01,-6.0090000E-01
-2.4000000E-01,-3.7620000E-01
-2.4050000E-01,-5.0220000E-01
-2.4100000E-01,-3.3720000E-01
-2.4150000E-01,-6.3830000E-01
-2.4200000E-01,-2.1090000E-01
-2.4250000E-01,-6.7930000E-01
-2.4300000E-01,-2.3640000E-01
-2.4350000E-01,-6.7150000E-01
-2.4400000E-01,-4.4300000E-01
-2.4450000E-01,-6.5360000E-01
-2.4500000E-01,-5.1850000E-01
-2.4550000E-01,-8.0500000E-01
-2.4600000E-01,-5.0520000E-01
-2.4650000E-01,-8.2930000E-01
-2.4700000E-01,-6.0720000E-01
-2.4750000E-01,-7.8060000E-01
-2.4800000E-01,-5.9320000E-01
-2.4850000E-01,-8.4060000E-01
-2.4900000E-01,-5.0760000E-01
-2.4950000E-01,-8.2210000E-01
-2.5000000E-01,-5.1450000E-01
-2.5050000E-01,-8.1220000E-01
-2.5100000E-01,-4.8770000E-01
-2.5150000E-01,-7.1290000E-01
-2.5200000E-01,-4.9540000E-01
-2.5250000E-01,-7.0070000E-01
-2.5300000E-01,-3.9610000E-01
-2.5350000E-01,-6.9960000E-01
-2.5400000E-01,-3.8980000E-01
-2.5450000E-01,-6.3900000E-01
-2.5500000E-01,-4.1420000E-01
